beta,tau,mcrit,m_front,width,finite,valid,tau_onset,delta_tau_from_onset,abs_offset
0.5,1.6,-1.255,-2.379147539836012,0.8898506097680601,True,False,0.2,1.4000000000000001,1.1241475398360121
0.5,1.6500000000000001,-1.3200000000000003,-2.4432431341782612,0.9119168515282192,True,False,0.2,1.4500000000000002,1.123243134178261
0.5,1.7000000000000002,-1.3849999999999998,-2.508160965363209,0.9327587162704152,True,False,0.2,1.5000000000000002,1.1231609653632093
0.5,1.75,-1.4500000000000002,-2.5746324473398863,0.9532444126665901,True,False,0.2,1.55,1.124632447339886
0.5,1.8,-1.5149999999999997,-2.638028388193067,0.9703631893426287,True,False,0.2,1.6,1.1230283881930672
0.5,1.85,-1.6449999999999996,-2.71993851606212,0.9986970328964081,True,False,0.2,1.6500000000000001,1.0749385160621205
0.5,1.9000000000000001,-1.71,-2.776693766169146,1.0084104794808773,True,False,0.2,1.7000000000000002,1.0666937661691462
0.5,1.9500000000000002,-1.7749999999999995,-2.8347885126561723,1.0176998016722556,True,False,0.2,1.7500000000000002,1.0597885126561728
0.5,2.0,-1.8399999999999999,-2.894221519669293,1.026760054827545,True,True,0.2,1.8,1.054221519669293
0.5,2.0500000000000003,-1.9699999999999998,-2.9831997071977128,1.0529405129259382,True,True,0.2,1.8500000000000003,1.013199707197713
0.5,2.1,-2.0349999999999997,-3.0457689996608863,1.0610802646207176,True,True,0.2,1.9000000000000001,1.0107689996608866
0.5,2.15,-2.165,-3.1377104718387,1.0860724678054157,True,True,0.2,1.95,0.9727104718386999
0.5,2.2,-2.295,-3.2307620990719457,1.110355927989878,True,True,0.2,2.0,0.9357620990719457
0.5,2.25,-2.36,-3.296959278851395,1.117098874487534,True,True,0.2,2.05,0.9369592788513952
0.5,2.3000000000000003,-2.4899999999999998,-3.3931726717676085,1.140279153652951,True,True,0.2,2.1,0.9031726717676087
0.5,2.35,-2.62,-3.4908709828980538,1.1628227358285466,True,True,0.2,2.15,0.8708709828980536
0.5,2.4000000000000004,-2.75,-3.5881745992288803,1.185698075264809,True,True,0.2,2.2,0.8381745992288803
0.5,2.45,-2.88,-3.6854830924007342,1.2089242121586665,True,True,0.2,2.25,0.8054830924007343
0.5,2.5,-3.0749999999999997,-3.8126230383717727,1.236826702152616,True,True,0.2,2.3,0.737623038371773
0.5,2.5500000000000003,-3.205,-3.873552296239043,1.2101146142485308,True,True,0.2,2.35,0.6685522962390431
0.5,2.6,-3.4,-3.947041938914172,1.154645942994729,True,True,0.2,2.4,0.5470419389141723
0.5,2.6500000000000004,-3.53,-4.008913457618311,1.1014421411636799,True,True,0.2,2.45,0.47891345761831117
0.5,2.7,-3.725,-4.0892649596835176,1.0432205461345323,True,True,0.2,2.5,0.36426495968351746
0.5,2.75,-3.92,-4.169888325838169,1.0031046813321733,True,True,0.2,2.55,0.24988832583816922
0.5,2.8000000000000003,-4.115,-4.236497241696568,0.9702519193650488,True,True,0.2,2.6,0.12149724169656739
0.5,2.85,-4.3100000000000005,-4.306441781324369,0.940884590514994,True,True,0.2,2.65,0.0035582186756313305
0.5,2.9000000000000004,-4.57,-4.378344254093864,0.9148269965016346,True,True,0.2,2.7,0.19165574590613588
0.5,2.95,-4.765,-4.429816200412945,0.8202626945025958,True,True,0.2,2.75,0.335183799587055
0.5,3.0,-5.025,-4.506923403136415,0.7229361628028882,True,True,0.2,2.8,0.518076596863585
1.0,0.0,-0.34499999999999975,,,False,False,0.15000000000000002,-0.15000000000000002,
1.0,0.05,-0.41000000000000014,,,False,False,0.15000000000000002,-0.10000000000000002,
1.0,0.1,-0.41000000000000014,,,False,False,0.15000000000000002,-0.05000000000000002,
1.0,0.15000000000000002,-0.41000000000000014,-1.5099980841612588,0.6537250815321506,True,False,0.15000000000000002,0.0,1.0999980841612587
1.0,0.2,-0.41000000000000014,-1.5050491903731649,0.644272310985376,True,False,0.15000000000000002,0.04999999999999999,1.0950491903731647
1.0,0.25,-0.41000000000000014,-1.5029137625799276,0.6337562897335086,True,False,0.15000000000000002,0.09999999999999998,1.0929137625799275
1.0,0.30000000000000004,-0.47499999999999964,-1.5167939084538518,0.6319996638327147,True,False,0.15000000000000002,0.15000000000000002,1.0417939084538521
1.0,0.35000000000000003,-0.47499999999999964,-1.5174144819500583,0.6199423103795327,True,False,0.15000000000000002,0.2,1.0424144819500587
1.0,0.4,-0.47499999999999964,-1.518314841201883,0.6073694000885332,True,False,0.15000000000000002,0.25,1.0433148412018833
1.0,0.45,-0.47499999999999964,-1.5189848856734964,0.5945059245227302,True,False,0.15000000000000002,0.3,1.0439848856734968
1.0,0.5,-0.54,-1.5315864397328813,0.5882260685991798,True,False,0.15000000000000002,0.35,0.9915864397328813
1.0,0.55,-0.54,-1.5309574803705752,0.5747577247118049,True,False,0.15000000000000002,0.4,0.9909574803705752
1.0,0.6000000000000001,-0.54,-1.5300352152324481,0.5614888852791696,True,False,0.15000000000000002,0.45000000000000007,0.9900352152324481
1.0,0.65,-0.54,-1.5291367998776784,0.5485784717789787,True,False,0.15000000000000002,0.5,0.9891367998776783
1.0,0.7000000000000001,-0.6049999999999995,-1.5359302462793116,0.5426392443654197,True,False,0.15000000000000002,0.55,0.9309302462793121
1.0,0.75,-0.6049999999999995,-1.5358594040442066,0.5305429290265071,True,False,0.15000000000000002,0.6,0.9308594040442071
1.0,0.8,-0.6049999999999995,-1.537272814085736,0.5193412120098965,True,False,0.15000000000000002,0.65,0.9322728140857364
1.0,0.8500000000000001,-0.6699999999999999,-1.545546161443121,0.5145768988178664,True,False,0.15000000000000002,0.7000000000000001,0.875546161443121
1.0,0.9,-0.6699999999999999,-1.5513558127082545,0.5054375040401318,True,False,0.15000000000000002,0.75,0.8813558127082546
1.0,0.9500000000000001,-0.7349999999999994,-1.564038106579856,0.5026188655245509,True,False,0.15000000000000002,0.8,0.8290381065798567
1.0,1.0,-0.7349999999999994,-1.57678368585093,0.49635104204654124,True,False,0.15000000000000002,0.85,0.8417836858509307
1.0,1.05,-0.7999999999999998,-1.600046788460931,0.49458163288060836,True,False,0.15000000000000002,0.9,0.8000467884609312
1.0,1.1,-0.7999999999999998,-1.621943634717233,0.49150787237024673,True,False,0.15000000000000002,0.9500000000000001,0.8219436347172331
1.0,1.1500000000000001,-0.8650000000000002,-1.6518492128420088,0.4949675626759384,True,False,0.15000000000000002,1.0,0.7868492128420086
1.0,1.2000000000000002,-0.8650000000000002,-1.6837869800358938,0.494732416242527,True,False,0.15000000000000002,1.0500000000000003,0.8187869800358936
1.0,1.25,-0.9299999999999997,-1.7238752439489433,0.5008073206306134,True,False,0.15000000000000002,1.1,0.7938752439489436
1.0,1.3,-0.9950000000000001,-1.768355249060408,0.5075981182698309,True,False,0.15000000000000002,1.15,0.7733552490604079
1.0,1.35,-0.9950000000000001,-1.813634742782113,0.5089808930466121,True,False,0.15000000000000002,1.2000000000000002,0.8186347427821128
1.0,1.4000000000000001,-1.0599999999999996,-1.864908712237078,0.5155031100185553,True,False,0.15000000000000002,1.25,0.8049087122370784
1.0,1.4500000000000002,-1.125,-1.9211778087844975,0.5191728754089925,True,False,0.15000000000000002,1.3000000000000003,0.7961778087844975
1.0,1.5,-1.1899999999999995,-1.9752063142615128,0.5238978957859082,True,False,0.15000000000000002,1.35,0.7852063142615133
1.0,1.55,-1.1899999999999995,-2.027736988873021,0.5221175342823307,True,False,0.15000000000000002,1.4,0.8377369888730213
