beta,tau,mcrit,m_front,width,finite,valid,tau_onset,delta_tau_from_onset,abs_offset
5.0,1.7000000000000002,-1.3849999999999998,-1.4467097001272524,0.1150544601732343,True,False,0.15000000000000002,1.5500000000000003,0.06170970012725263
5.0,1.75,-1.4500000000000002,-1.5042115584522135,0.11868330861106773,True,False,0.15000000000000002,1.6,0.05421155845221337
5.0,1.8,-1.5149999999999997,-1.565757843499579,0.12188059911537805,True,False,0.15000000000000002,1.65,0.050757843499579236
5.0,1.85,-1.6449999999999996,-1.6249304035941796,0.12657520205363226,True,False,0.15000000000000002,1.7000000000000002,0.020069596405819956
5.0,1.9000000000000001,-1.71,-1.6853183428663616,0.13219107856538864,True,False,0.15000000000000002,1.75,0.024681657133638346
5.0,1.9500000000000002,-1.7749999999999995,-1.7481946563912378,0.13930543318134003,True,False,0.15000000000000002,1.8000000000000003,0.026805343608761634
5.0,2.0,-1.8399999999999999,-1.8146469071074318,0.14822293318912955,True,True,0.15000000000000002,1.85,0.02535309289256804
5.0,2.0500000000000003,-1.9699999999999998,-1.8737694756659562,0.16298968220913287,True,True,0.15000000000000002,1.9000000000000004,0.09623052433404355
5.0,2.1,-2.0349999999999997,-1.9377193130651735,0.17890019272698146,True,True,0.15000000000000002,1.9500000000000002,0.09728068693482617
5.0,2.15,-2.165,-1.9934179069633613,0.20182581194241397,True,True,0.15000000000000002,2.0,0.17158209303663874
5.0,2.2,-2.295,-2.047613189614488,0.2305968412133305,True,True,0.15000000000000002,2.0500000000000003,0.24738681038551213
5.0,2.25,-2.36,-2.1118610584933757,0.26048060238104204,True,True,0.15000000000000002,2.1,0.2481389415066242
5.0,2.3000000000000003,-2.4899999999999998,-2.1520100151346493,0.3035244085178862,True,True,0.15000000000000002,2.1500000000000004,0.3379899848653505
5.0,2.35,-2.62,-2.1814000823180195,0.3520875072927772,True,True,0.15000000000000002,2.2,0.4385999176819806
5.0,2.4000000000000004,-2.75,-2.223599802407043,0.39430569269599486,True,True,0.15000000000000002,2.2500000000000004,0.5264001975929569
5.0,2.45,-2.88,-2.2880539629859675,0.4230285906964044,True,True,0.15000000000000002,2.3000000000000003,0.5919460370140324
5.0,2.5,-3.0749999999999997,-2.349183514751262,0.45624877609003694,True,True,0.15000000000000002,2.35,0.7258164852487377
5.0,2.5500000000000003,-3.205,-2.461092433676585,0.47588305272214515,True,True,0.15000000000000002,2.4000000000000004,0.7439075663234149
5.0,2.6,-3.4,-2.5914959660823516,0.48921723155174496,True,True,0.15000000000000002,2.45,0.8085040339176484
5.0,2.6500000000000004,-3.53,-2.739468714008921,0.504234412682741,True,True,0.15000000000000002,2.5000000000000004,0.7905312859910789
5.0,2.7,-3.725,-2.901502426176933,0.5220254305955438,True,True,0.15000000000000002,2.5500000000000003,0.823497573823067
5.0,2.75,-3.92,-3.0960754397155488,0.5186772165196362,True,True,0.15000000000000002,2.6,0.8239245602844512
5.0,2.8000000000000003,-4.115,-3.253775394250947,0.5371720292413503,True,True,0.15000000000000002,2.6500000000000004,0.8612246057490531
5.0,2.85,-4.3100000000000005,-3.4391980919921736,0.5644082579295991,True,True,0.15000000000000002,2.7,0.8708019080078269
5.0,2.9000000000000004,-4.57,-3.713127774987929,0.546301507680196,True,True,0.15000000000000002,2.7500000000000004,0.8568722250120713
5.0,2.95,-4.765,-3.981179940878707,0.5132922315940924,True,True,0.15000000000000002,2.8000000000000003,0.7838200591212927
5.0,3.0,-5.025,-4.122177167902538,0.5095554510351683,True,True,0.15000000000000002,2.85,0.9028228320974625
10.0,0.0,-0.34499999999999975,,,False,False,0.6000000000000001,-0.6000000000000001,
10.0,0.05,-0.41000000000000014,,,False,False,0.6000000000000001,-0.55,
10.0,0.1,-0.41000000000000014,,,False,False,0.6000000000000001,-0.5000000000000001,
10.0,0.15000000000000002,-0.41000000000000014,,,False,False,0.6000000000000001,-0.45000000000000007,
10.0,0.2,-0.41000000000000014,,,False,False,0.6000000000000001,-0.4000000000000001,
10.0,0.25,-0.41000000000000014,,,False,False,0.6000000000000001,-0.3500000000000001,
10.0,0.30000000000000004,-0.47499999999999964,,,False,False,0.6000000000000001,-0.30000000000000004,
10.0,0.35000000000000003,-0.47499999999999964,,,False,False,0.6000000000000001,-0.25000000000000006,
10.0,0.4,-0.47499999999999964,,,False,False,0.6000000000000001,-0.20000000000000007,
10.0,0.45,-0.47499999999999964,,,False,False,0.6000000000000001,-0.15000000000000008,
10.0,0.5,-0.54,,,False,False,0.6000000000000001,-0.10000000000000009,
10.0,0.55,-0.54,,,False,False,0.6000000000000001,-0.050000000000000044,
10.0,0.6000000000000001,-0.54,-0.4365410469382144,0.05079447355375431,True,False,0.6000000000000001,0.0,0.10345895306178565
10.0,0.65,-0.54,-0.4903619520419567,0.044244628562671126,True,False,0.6000000000000001,0.04999999999999993,0.04963804795804333
10.0,0.7000000000000001,-0.6049999999999995,-0.5311628361012928,0.04981145217676824,True,False,0.6000000000000001,0.09999999999999998,0.07383716389870676
10.0,0.75,-0.6049999999999995,-0.5573394350526375,0.061129773635942505,True,False,0.6000000000000001,0.1499999999999999,0.04766056494736204
10.0,0.8,-0.6049999999999995,-0.5862771186891228,0.06712678696818855,True,False,0.6000000000000001,0.19999999999999996,0.018722881310876738
10.0,0.8500000000000001,-0.6699999999999999,-0.6208453592326999,0.0676241701967875,True,False,0.6000000000000001,0.25,0.04915464076730003
10.0,0.9,-0.6699999999999999,-0.6514046336090602,0.07135003993960376,True,False,0.6000000000000001,0.29999999999999993,0.018595366390939727
10.0,0.9500000000000001,-0.7349999999999994,-0.6773899937285341,0.0780132415842323,True,False,0.6000000000000001,0.35,0.057610006271465286
10.0,1.0,-0.7349999999999994,-0.7049521242472953,0.0824268581091196,True,False,0.6000000000000001,0.3999999999999999,0.03004787575270418
10.0,1.05,-0.7999999999999998,-0.7410882699685964,0.08466547823163298,True,False,0.6000000000000001,0.44999999999999996,0.058911730031403375
10.0,1.1,-0.7999999999999998,-0.7755819868319775,0.0888982757264017,True,False,0.6000000000000001,0.5,0.02441801316802228
10.0,1.1500000000000001,-0.8650000000000002,-0.8114676356454,0.10213407168643074,True,False,0.6000000000000001,0.55,0.05353236435460018
10.0,1.2000000000000002,-0.8650000000000002,-0.8620944069013899,0.12890388620261375,True,False,0.6000000000000001,0.6000000000000001,0.0029055930986102707
10.0,1.25,-0.9299999999999997,-0.9158822770993494,0.14732223702671798,True,False,0.6000000000000001,0.6499999999999999,0.014117722900650276
10.0,1.3,-0.9950000000000001,-0.966177840983538,0.14678991098356742,True,False,0.6000000000000001,0.7,0.028822159016462123
10.0,1.35,-0.9950000000000001,-1.0135590087159982,0.13659020720517373,True,False,0.6000000000000001,0.75,0.018559008715998138
10.0,1.4000000000000001,-1.0599999999999996,-1.0484687283287535,0.12531504950089925,True,False,0.6000000000000001,0.8,0.011531271671246124
10.0,1.4500000000000002,-1.125,-1.0848317448314457,0.11690166510660577,True,False,0.6000000000000001,0.8500000000000001,0.04016825516855427
10.0,1.5,-1.1899999999999995,-1.1229225941858005,0.11455286049795646,True,False,0.6000000000000001,0.8999999999999999,0.06707740581419896
10.0,1.55,-1.1899999999999995,-1.1689818831358132,0.11359754225848767,True,False,0.6000000000000001,0.95,0.02101811686418631
10.0,1.6,-1.255,-1.210682490765162,0.11534719929273961,True,False,0.6000000000000001,1.0,0.04431750923483779
10.0,1.6500000000000001,-1.3200000000000003,-1.2482529529678623,0.12104872149830527,True,False,0.6000000000000001,1.05,0.07174704703213797
10.0,1.7000000000000002,-1.3849999999999998,-1.278882926292105,0.1288296595637559,True,False,0.6000000000000001,1.1,0.1061170737078947
10.0,1.75,-1.4500000000000002,-1.3156674000815594,0.13411986296428555,True,False,0.6000000000000001,1.15,0.13433259991844082
10.0,1.8,-1.5149999999999997,-1.3576713348601293,0.1414735695225405,True,False,0.6000000000000001,1.2,0.15732866513987043
10.0,1.85,-1.6449999999999996,-1.3973271197811385,0.15276057946271981,True,False,0.6000000000000001,1.25,0.24767288021886102
10.0,1.9000000000000001,-1.71,-1.4551395846615072,0.15696972033055306,True,False,0.6000000000000001,1.3,0.2548604153384928
10.0,1.9500000000000002,-1.7749999999999995,-1.5287913848947214,0.1557576289465854,True,False,0.6000000000000001,1.35,0.24620861510527803
10.0,2.0,-1.8399999999999999,-1.6091344922389024,0.15609054738481543,True,True,0.6000000000000001,1.4,0.2308655077610975
10.0,2.0500000000000003,-1.9699999999999998,-1.6914443768977692,0.15479901639406515,True,True,0.6000000000000001,1.4500000000000002,0.2785556231022306
10.0,2.1,-2.0349999999999997,-1.7727579697487397,0.15836861849241282,True,True,0.6000000000000001,1.5,0.26224203025126
10.0,2.15,-2.165,-1.8583950233129518,0.16337811982430905,True,True,0.6000000000000001,1.5499999999999998,0.3066049766870482
10.0,2.2,-2.295,-1.9485121263092544,0.16805233198382014,True,True,0.6000000000000001,1.6,0.3464878736907455
10.0,2.25,-2.36,-2.0443276213641495,0.1771439326664557,True,True,0.6000000000000001,1.65,0.3156723786358504
10.0,2.3000000000000003,-2.4899999999999998,-2.1474321503918823,0.18826298232161107,True,True,0.6000000000000001,1.7000000000000002,0.3425678496081175
10.0,2.35,-2.62,-2.2677270407043784,0.19462106930198947,True,True,0.6000000000000001,1.75,0.35227295929562175
10.0,2.4000000000000004,-2.75,-2.398039941386775,0.19315389424564858,True,True,0.6000000000000001,1.8000000000000003,0.351960058613225
10.0,2.45,-2.88,-2.5285182579003393,0.19385141856454713,True,True,0.6000000000000001,1.85,0.35148174209966054
10.0,2.5,-3.0749999999999997,-2.6659081503410773,0.20105821498139556,True,True,0.6000000000000001,1.9,0.4090918496589224
10.0,2.5500000000000003,-3.205,-2.820585906613262,0.20037060072601473,True,True,0.6000000000000001,1.9500000000000002,0.38441409338673793
10.0,2.6,-3.4,-2.98272193551919,0.1993653989668161,True,True,0.6000000000000001,2.0,0.41727806448081006
10.0,2.6500000000000004,-3.53,-3.153666920408236,0.20258916112761496,True,True,0.6000000000000001,2.0500000000000003,0.37633307959176365
10.0,2.7,-3.725,-3.3344827080904866,0.20316744782547477,True,True,0.6000000000000001,2.1,0.39051729190951345
10.0,2.75,-3.92,-3.5178082822342533,0.2040800944300722,True,True,0.6000000000000001,2.15,0.4021917177657466
10.0,2.8000000000000003,-4.115,-3.7084362112167946,0.21687602241547405,True,True,0.6000000000000001,2.2,0.40656378878320565
10.0,2.85,-4.3100000000000005,-3.9230984270299136,0.2246240335956147,True,True,0.6000000000000001,2.25,0.38690157297008687
10.0,2.9000000000000004,-4.57,-4.14299378589043,0.21737798855090756,True,True,0.6000000000000001,2.3000000000000003,0.4270062141095705
10.0,2.95,-4.765,-4.357334976886026,0.21986310257361852,True,True,0.6000000000000001,2.35,0.40766502311397357
10.0,3.0,-5.025,-4.528870105267927,0.20178117871926116,True,True,0.6000000000000001,2.4,0.49612989473207314
